suffix	DeviceSerialNumber	task	acq	BandwidthPerPixelPhaseEncode	BaseResolution	CoilCombinationMethod	CoilString	DwellTime	EchoTime	EchoTrainLength	EffectiveEchoSpacing	FlipAngle	FrequencyEncodingSteps	ImageOrientationPatientDICOM	ImageType	ImagingFrequency	InPlanePhaseEncodingDirectionDICOM	MRAcquisitionType	MagneticFieldStrength	Manufacturer	ManufacturersModelName	MultibandAccelerationFactor	NonlinearGradientCorrection	ParallelAcquisitionTechnique	PartialFourier	PercentPhaseFOV	PercentSampling	PhaseEncodingDirection	PhaseEncodingSteps	PhaseResolution	PixelBandwidth	PulseSequenceDetails	PulseSequenceName	ReceiveCoilActiveElements	ReceiveCoilName	ReconMatrixPE	RefLinesPE	RepetitionTime	ScanOptions	ScanningSequence	SequenceVariant	SliceThickness	SliceTiming	SoftwareVersions	SpacingBetweenSlices	TotalReadoutTime	VendorReportedEchoSpacing	phantom	InversionTime	MatrixCoilMode	ParallelReductionFactorInPlane	PhaseEncodingStepsOutOfPlane	DiffusionScheme	PartialFourierDirection	bval	bvec	PhaseEncodingAxis	WaterFatShift	dcmmeta_affine	dcmmeta_reorient_transform	dcmmeta_shape	dcmmeta_slice_dim	dcmmeta_version	BitsStored	ConsistencyInfo	SequenceName	dir	PartialFourierEnabled	PhaseEncodingStepsNoPartialFourier	PhaseEncodingPolarityGE	DiffGradientCyclingGE	NumberOfDiffusionDirectionGE	NumberOfDiffusionT2GE	TensorFileNumberGE	NumberOfExcitations
bold	000000312996MR3T	rest					RM:Nova32ch		0.03		0.000580764	52		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'OTHER']	127.778749	COL	2D	3	GE	Discovery MR750	6.0				100.0	100.0	j			5555.56		research/ABCD/muxepi			90		0.8	SAT_GEMS\EDR_GEMS\MP_GEMS\EPI_GEMS\HYPERBAND_GEMS\PFF\FS	EP\RM	NONE	2.4	[0.64, 0.32, 0.72, 0.24, 0.56, 0.16, 0.48, 0.08, 0.4, 0, 0.64, 0.32, 0.72, 0.24, 0.56, 0.16, 0.48, 0.08, 0.4, 0, 0.64, 0.32, 0.72, 0.24, 0.56, 0.16, 0.48, 0.08, 0.4, 0, 0.64, 0.32, 0.72, 0.24, 0.56, 0.16, 0.48, 0.08, 0.4, 0, 0.64, 0.32, 0.72, 0.24, 0.56, 0.16, 0.48, 0.08, 0.4, 0, 0.64, 0.32, 0.72, 0.24, 0.56, 0.16, 0.48, 0.08, 0.4, 0]	30\LX\SIGNA_LX1.MR30.1_R04_2421.a	2.4	0.051688		True											[[-2.4000000953674316, 0.0, 0.0], [0.0, 2.4000000953674316, 0.0], [0.0, 0.0, 2.4000015258789062], [0.0, 0.0, 0.0]]	[[0.0, -1.0, 0.0, 89.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 59.0], [0.0, 0.0, 0.0, 1.0]]	[90, 90, 60, 450]	2.0	0.6	16.0						Flipped					
bold	0007347633TMRFIX	cuff					RM:32NovaHead2		0.03		0.000548	52		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'OTHER']	127.748883	COL	2D	3	GE	SIGNA UHP	6.0				100.0	100.0	j			5555.56		research/ABCD/muxepi			90		0.8	SAT_GEMS\EDR_GEMS\MP_GEMS\EPI_GEMS\HYPERBAND_GEMS\FS	EP\RM	NONE	2.4	[0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64]	30\LX\SIGNA_LX1.MR30.1_R01_2322.c	2.4	0.048772		False											[[-2.4000000953674316, 0.0, 0.0], [0.0, 2.4000000953674316, 0.0], [0.0, 0.0, 2.4000015258789062], [0.0, 0.0, 0.0]]	[[0.0, -1.0, 0.0, 89.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 59.0], [0.0, 0.0, 0.0, 1.0]]	[90, 90, 60, 450]	2.0	0.6	16.0						Flipped					
bold	0007347633TMRFIX	rest	fBIRN				RM:32NovaHead2		0.03		0.000452	77		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'OTHER']	127.749459	COL	2D	3	GE	SIGNA UHP					100.0	100.0	j			7812.5		research/ABCD/epi_pepolar			64		2.0	MP_GEMS\EPI_GEMS	EP\RM	NONE	4.0	[0, 1, 0.0666667, 1.06667, 0.133333, 1.13333, 0.2, 1.2, 0.266667, 1.26667, 0.333333, 1.33333, 0.4, 1.4, 0.466667, 1.46667, 0.533333, 1.53333, 0.6, 1.6, 0.666667, 1.66667, 0.733333, 1.73333, 0.8, 1.8, 0.866667, 1.86667, 0.933333, 1.93333]	28\LX\MR Software release:RX28.0_R04_UHP3T_2111.a	5.0	0.028476		True											[[-3.4375, 0.0, 0.0], [0.0, 3.4375, 0.0], [0.0, 0.0, 5.0], [0.0, 0.0, 0.0]]	[[0.0, -1.0, 0.0, 63.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 29.0], [0.0, 0.0, 0.0, 1.0]]	[64, 64, 30, 200]	2.0	0.6	16.0						Flipped					
bold	0007347633TMRFIX	rest	mb				RM:32NovaHead2		0.03		0.000548	52		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'OTHER']	127.749459	COL	2D	3	GE	SIGNA UHP	6.0				100.0	100.0	j			5555.56		research/ABCD/muxepi			90		0.8	SAT_GEMS\EDR_GEMS\MP_GEMS\EPI_GEMS\HYPERBAND_GEMS\FS	EP\RM	NONE	2.4	[0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64]	28\LX\MR Software release:RX28.0_R04_UHP3T_2111.a	2.4	0.048772		True											[[-2.4000000953674316, 0.0, 0.0], [0.0, 2.4000000953674316, 0.0], [0.0, 0.0, 2.4000000953674316], [0.0, 0.0, 0.0]]	[[0.0, -1.0, 0.0, 89.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 59.0], [0.0, 0.0, 0.0, 1.0]]	[90, 90, 60, 375]	2.0	0.6	16.0						Flipped					
bold	0007347633TMRFIX	rest					RM:32NovaHead2		0.03		0.000548	52		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'OTHER']	127.748883	COL	2D	3	GE	SIGNA UHP	6.0				100.0	100.0	j			5555.56		research/ABCD/muxepi			90		0.8	SAT_GEMS\EDR_GEMS\MP_GEMS\EPI_GEMS\HYPERBAND_GEMS\FS	EP\RM	NONE	2.4	[0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64, 0, 0.4, 0.08, 0.48, 0.16, 0.56, 0.24, 0.72, 0.32, 0.64]	30\LX\SIGNA_LX1.MR30.1_R01_2322.c	2.4	0.048772		False											[[-2.4000000953674316, 0.0, 0.0], [0.0, 2.4000000953674316, 0.0], [0.0, 0.0, 2.4000015258789062], [0.0, 0.0, 0.0]]	[[0.0, -1.0, 0.0, 89.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 59.0], [0.0, 0.0, 0.0, 1.0]]	[90, 90, 60, 450]	2.0	0.6	16.0						Flipped					
bold	166295	cuff		22.676	90.0	Sum of Squares	HeadNeck_64	2e-06	0.03	90.0	0.000489994	52	90.0	[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'FMRI', 'NONE']	123.203187	COL	2D	3	Siemens	MAGNETOM Prisma	6.0	True	SMS	1.0	100.0	100.0	j-	90.0	1.0	2778.0	%SiemensSeq%\ep2d_bold	*epfid2d1_90	['HC1-6', 'HC3-6', 'HC1-7', 'HC1-7;NC1', 'HC1-7;NC1,2', 'HC1-7;NC2;SP1', 'HC3-7;NC1', 'HEA;HEP', 'HC1,3-7;NC1']	HeadNeck_64	90	22.0	0.8	FS	EP	SK	2.4	[0.545, 0, 0.39, 0.0775, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155]	syngo MR XA30	2.4	0.0436095		False																											
bold	166295	rest		20.576	90.0	Sum of Squares	HeadNeck_64	2.2e-06	0.032	90.0	0.000540003	52	90.0	[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'FMRI', 'NONE']	123.20346	COL	2D	3	Siemens	MAGNETOM Prisma	6.0	False	SMS	1.0	100.0	100.0	j	90.0	1.0	2525.0	%SiemensSeq%\ep2d_bold	*epfid2d1_90	['HC1-6', 'HC3-6', 'HC1-7', 'HC1-7;NC1', 'HC1-7;NC1,2', 'HC1-7;NC2;SP1', 'HC3-7;NC1', 'HEA;HEP', 'HC1,3-7;NC1']	HeadNeck_64	90	22.0	0.8	FS	EP	SK	2.4	[0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475]	syngo MR XA30	2.4	0.0480603	0.00054	True																											
bold	166295	rest		22.676	90.0	Sum of Squares	HeadNeck_64	2e-06	0.03	90.0	0.000489994	52	90.0	[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'FMRI', 'NONE']	123.203174	COL	2D	3	Siemens	MAGNETOM Prisma	6.0	True	SMS	1.0	100.0	100.0	j-	90.0	1.0	2778.0	%SiemensSeq%\ep2d_bold	*epfid2d1_90	['HC1-6', 'HC3-6', 'HC1-7', 'HC1-7;NC1', 'HC1-7;NC1,2', 'HC1-7;NC2;SP1', 'HC3-7;NC1', 'HEA;HEP', 'HC1,3-7;NC1']	HeadNeck_64	90	22.0	0.8	FS	EP	SK	2.4	[0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.625, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.625, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.625, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.625, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.625, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.625, 0.3125, 0.7025, 0.155]	syngo MR XA30	2.4	0.0436095		False																											
bold	213020	cuff		30.864	90.0	Sum of Squares	Head_32	3.3e-06	0.03	45.0	0.000360002	52	90.0	[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'FMRI', 'NONE']	123.249571	COL	2D	3	Siemens	MAGNETOM Cima.X	6.0	False	SMS	1.0	100.0	100.0	j-	90.0	1.0	1684.0	%SiemensSeq%\ep2d_bold	*epfid2d1_90	HEA;HEP	Head_32	90	24.0	0.8	FS	EP	SK	2.4	[0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155]	syngo MR XA61	2.4	0.0320402		False			2.0																								
bold	213020	rest		30.864	90.0	Sum of Squares	Head_32	3.3e-06	0.03	45.0	0.000360002	52	90.0	[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'FMRI', 'NONE']	123.249571	COL	2D	3	Siemens	MAGNETOM Cima.X	6.0	False	SMS	1.0	100.0	100.0	j-	90.0	1.0	1684.0	%SiemensSeq%\ep2d_bold	*epfid2d1_90	HEA;HEP	Head_32	90	24.0	0.8	FS	EP	SK	2.4	[0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775, 0.4675, 0.235, 0.6225, 0.3125, 0.7025, 0.155]	syngo MR XA61	2.4	0.0320402		False			2.0																								
bold	40292	cuff		30.864	90.0	Sum of Squares	C:HEA;HEP	3.3e-06	0.03		0.000360002	52		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'M', 'MB', 'ND', 'MOSAIC']	123.247085	COL	2D	3	Siemens	Verio	6.0	False		1.0	100.0	100.0	j-	90.0	1.0	1684.0	%CustomerSeq%\cmrr_mbep2d_bold			32Ch_Head	90	24.0	0.8	FS	EP	SK\SS	2.4	[0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.56, 0.6425, 0.7225, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.56, 0.6425, 0.7225, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.56, 0.6425, 0.7225, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.56, 0.6425, 0.7225, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.56, 0.6425, 0.7225, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.56, 0.6425, 0.7225]	syngo MR B17	2.4	0.0320402		False		GRAPPA	2.0															epfid2d1_90									
bold	40292	rest		30.864	90.0	Sum of Squares	C:HEA;HEP	3.3e-06	0.03		0.000360002	52		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'M', 'MB', 'ND', 'NORM', 'MOSAIC']	123.247277	COL	2D	3	Siemens	Verio	6.0	False		1.0	100.0	100.0	j-	90.0	1.0	1684.0	%CustomerSeq%\cmrr_mbep2d_bold			32Ch_Head	90	24.0	0.8	FS	EP	SK\SS	2.4	[0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.5625, 0.6425, 0.7225, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.5625, 0.6425, 0.7225, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.5625, 0.6425, 0.7225, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.5625, 0.6425, 0.7225, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.5625, 0.6425, 0.7225, 0, 0.08, 0.16, 0.24, 0.32, 0.4, 0.48, 0.5625, 0.6425, 0.7225]	syngo MR B17	2.4	0.0320402		True		GRAPPA	2.0															epfid2d1_90									
bold	40292	rest		30.864	90.0	Sum of Squares	C:HEA;HEP	3.3e-06	0.03		0.000360002	52		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'M', 'MB', 'ND', 'MOSAIC']	123.24707	COL	2D	3	Siemens	Verio	6.0	False		1.0	100.0	100.0	j-	90.0	1.0	1684.0	%CustomerSeq%\cmrr_mbep2d_bold			32Ch_Head	90	24.0	0.8	FS	EP	SK\SS	2.4	[0, 0.08, 0.16, 0.2425, 0.3225, 0.4025, 0.4825, 0.5625, 0.6425, 0.7225, 0, 0.08, 0.16, 0.2425, 0.3225, 0.4025, 0.4825, 0.5625, 0.6425, 0.7225, 0, 0.08, 0.16, 0.2425, 0.3225, 0.4025, 0.4825, 0.5625, 0.6425, 0.7225, 0, 0.08, 0.16, 0.2425, 0.3225, 0.4025, 0.4825, 0.5625, 0.6425, 0.7225, 0, 0.08, 0.16, 0.2425, 0.3225, 0.4025, 0.4825, 0.5625, 0.6425, 0.7225, 0, 0.08, 0.16, 0.2425, 0.3225, 0.4025, 0.4825, 0.5625, 0.6425, 0.7225]	syngo MR B17	2.4	0.0320402		False		GRAPPA	2.0															epfid2d1_90									
bold	66022	cuff		21.786	90.0	Sum of Squares	HeadNeck_64	2e-06	0.03	90.0	0.000510012	52	90.0	[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'FMRI', 'NONE']	123.257177	COL	2D	3	Siemens	MAGNETOM Prisma	6.0	False	SMS	1.0	100.0	100.0	j-	90.0	1.0	2778.0	%SiemensSeq%\ep2d_bold	*epfid2d1_90	['HC1-6', 'HC3-6', 'HC1-7', 'HC1-7;NC1', 'HC1-7;NC1,2', 'HC1-7;NC2;SP1', 'HC3-7;NC1', 'HEA;HEP', 'HC1,3-7;NC1']	HeadNeck_64	90	22.0	0.8	FS	EP	SK	2.4	[0.545, 0, 0.39, 0.0775005, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775005, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775005, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775005, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775005, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155, 0.545, 0, 0.39, 0.0775005, 0.4675, 0.2325, 0.6225, 0.3125, 0.7025, 0.155]	syngo MR XA60	2.4	0.045391	0.00051	False																											
bold	66022	rest		21.786	90.0	Sum of Squares	HeadNeck_64	2e-06	0.03	90.0	0.000510012	52	90.0	[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'FMRI', 'NONE']	123.257171	COL	2D	3	Siemens	MAGNETOM Prisma	6.0	False	SMS	1.0	100.0	100.0	j-	90.0	1.0	2778.0	%SiemensSeq%\ep2d_bold	*epfid2d1_90	['HC1-6', 'HC3-6', 'HC1-7', 'HC1-7;NC1', 'HC1-7;NC1,2', 'HC1-7;NC2;SP1', 'HC3-7;NC1', 'HEA;HEP', 'HC1,3-7;NC1']	HeadNeck_64	90	22.0	0.8	FS	EP	SK	2.4	[0.5475, 0, 0.39, 0.08, 0.47, 0.235, 0.625, 0.3125, 0.7025, 0.1575, 0.5475, 0, 0.39, 0.08, 0.47, 0.235, 0.625, 0.3125, 0.7025, 0.1575, 0.5475, 0, 0.39, 0.08, 0.47, 0.235, 0.625, 0.3125, 0.7025, 0.1575, 0.5475, 0, 0.39, 0.08, 0.47, 0.235, 0.625, 0.3125, 0.7025, 0.1575, 0.5475, 0, 0.39, 0.08, 0.47, 0.235, 0.625, 0.3125, 0.7025, 0.1575, 0.5475, 0, 0.39, 0.08, 0.47, 0.235, 0.625, 0.3125, 0.7025, 0.1575]	syngo MR XA60	2.4	0.045391	0.00051	False																											
bold	66022	rest		20.576	90.0	Sum of Squares	HeadNeck_64	2.2e-06	0.032	90.0	0.000540003	52	90.0	[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'FMRI', 'NONE']	123.257354	COL	2D	3	Siemens	MAGNETOM Prisma	6.0	False	SMS	1.0	100.0	100.0	j	90.0	1.0	2525.0	%SiemensSeq%\ep2d_bold	*epfid2d1_90	['HC1-6', 'HC3-6', 'HC1-7', 'HC1-7;NC1', 'HC1-7;NC1,2', 'HC1-7;NC2;SP1', 'HC3-7;NC1', 'HEA;HEP', 'HC1,3-7;NC1']	HeadNeck_64	90	22.0	0.8	FS	EP	SK	2.4	[0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345]	syngo MR XA60	2.4	0.0480603	0.00054	True																											
bold	70032	cuff		20.576	90.0	Sum of Squares		2.2e-06	0.032	90.0	0.000540003	52		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'M', 'ND', 'MOSAIC']	123.211153	COL	2D	3	Siemens	Skyra_fit	6.0	False		1.0	100.0	100.0	j-	90.0	1.0	2525.0	%CustomerSeq%\ep2d_bold_sms_abcd		['HC1-6', 'HC3-6', 'HC1-7', 'HC1-7;NC1', 'HC1-7;NC1,2', 'HC1-7;NC2;SP1', 'HC3-7;NC1', 'HEA;HEP', 'HC1,3-7;NC1']	HeadNeck_64	90	8.0	0.8	FS	EP	SK	2.4	[0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925]	syngo MR E11	2.4	0.0480603		False											[[-2.4000000953674316, 0.0, 0.0], [0.0, 2.4000000953674316, 0.0], [0.0, 0.0, 2.3999998569488525], [0.0, 0.0, 0.0]]	[[0.0, -1.0, 0.0, 89.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]	[90, 90, 54, 450]	2.0	0.6	12.0	N4_VE11C_LATEST_20160120	epfid2d1_90									
bold	70032	rest		20.576	90.0	Sum of Squares		2.2e-06	0.032	90.0	0.000540003	52		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'M', 'ND', 'MOSAIC']	123.211166	COL	2D	3	Siemens	Skyra_fit	6.0	False		1.0	100.0	100.0	j-	90.0	1.0	2525.0	%CustomerSeq%\ep2d_bold_sms_abcd		['HC1-6', 'HC3-6', 'HC1-7', 'HC1-7;NC1', 'HC1-7;NC1,2', 'HC1-7;NC2;SP1', 'HC3-7;NC1', 'HEA;HEP', 'HC1,3-7;NC1']	HeadNeck_64	90	8.0	0.8	FS	EP	SK	2.4	[0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695, 0.3475, 0, 0.435, 0.0875, 0.52, 0.175, 0.6075, 0.26, 0.695]	syngo MR E11	2.4	0.0480603		True											[[-2.4000000953674316, 0.0, 0.0], [0.0, 2.4000000953674316, 0.0], [0.0, 0.0, 2.4000000953674316], [0.0, 0.0, 0.0]]	[[0.0, -1.0, 0.0, 89.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]	[90, 90, 54, 450]	2.0	0.6	12.0	N4_VE11C_LATEST_20160120	epfid2d1_90									
bold	70032	rest		20.576	90.0	Sum of Squares		2.2e-06	0.032	90.0	0.000540003	52		[1, 0, 0, 0, 1, 0]	['ORIGINAL', 'PRIMARY', 'M', 'ND', 'MOSAIC']	123.211095	COL	2D	3	Siemens	Skyra_fit	6.0	False		1.0	100.0	100.0	j-	90.0	1.0	2525.0	%CustomerSeq%\ep2d_bold_sms_abcd		['HC1-6', 'HC3-6', 'HC1-7', 'HC1-7;NC1', 'HC1-7;NC1,2', 'HC1-7;NC2;SP1', 'HC3-7;NC1', 'HEA;HEP', 'HC1,3-7;NC1']	HeadNeck_64	90	8.0	0.8	FS	EP	SK	2.4	[0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925, 0.345, 0, 0.4325, 0.085, 0.52, 0.1725, 0.605, 0.26, 0.6925]	syngo MR E11	2.4	0.0480603		False											[[-2.4000000953674316, 0.0, 0.0], [0.0, 2.4000000953674316, 0.0], [0.0, 0.0, 2.3999998569488525], [0.0, 0.0, 0.0]]	[[0.0, -1.0, 0.0, 89.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]	[90, 90, 54, 450]	2.0	0.6	12.0	N4_VE11C_LATEST_20160120	epfid2d1_90									
